Date,Total Diverted Raw + Seasonal AF
"March 31, 2019",4.88
"April 1, 2019",5.31
"April 2, 2019",5.58
"April 3, 2019",5.66
"April 4, 2019",5.94
"April 5, 2019",6.76
"April 6, 2019",6.77
"April 7, 2019",7.4
"April 8, 2019",7.5
"April 9, 2019",7.93
"April 10, 2019",8.43
"April 11, 2019",7.63
"April 12, 2019",6.12
"April 13, 2019",6.18
"April 14, 2019",6.61
"April 15, 2019",5.93
"April 16, 2019",6.62
"April 17, 2019",7.31
"April 18, 2019",8.57
"April 19, 2019",6.75
"April 20, 2019",7.64
"April 21, 2019",7.7
"April 22, 2019",8.06
"April 23, 2019",7.63
"April 24, 2019",6.96
"April 25, 2019",7.81
"April 26, 2019",7.79
"April 27, 2019",7.77
"April 28, 2019",9.1
"April 29, 2019",7.5
"April 30, 2019",7.24
"May 1, 2019",6.99
"May 2, 2019",6.39
"May 3, 2019",6.62
"May 4, 2019",7.34
"May 5, 2019",8.37
"May 6, 2019",8.57
"May 7, 2019",7.13
"May 8, 2019",6.88
"May 9, 2019",5.82
"May 10, 2019",6.04
"May 11, 2019",6.17
"May 12, 2019",6.64
"May 13, 2019",6.65
"May 14, 2019",7.97
"May 15, 2019",9.09
"May 16, 2019",10.65
"May 17, 2019",10.04
"May 18, 2019",8.1
"May 19, 2019",7.1
"May 20, 2019",6.67
"May 21, 2019",5.27
"May 22, 2019",6.45
"May 23, 2019",7.18
"May 24, 2019",7.5
"May 25, 2019",7.39
"May 26, 2019",6.63
"May 27, 2019",6.6
"May 28, 2019",6.79
"May 29, 2019",6.76
"May 30, 2019",7.33
"May 31, 2019",8.86
"June 1, 2019",8.91
"June 2, 2019",10.92
"June 3, 2019",8.97
"June 4, 2019",8.63
"June 5, 2019",11.05
"June 6, 2019",11.28
"June 7, 2019",10.34
"June 8, 2019",11.19
"June 9, 2019",9.19
"June 10, 2019",10.42
"June 11, 2019",13.86
"June 12, 2019",15.07
"June 13, 2019",14.14
"June 14, 2019",14.79
"June 15, 2019",13.86
"June 16, 2019",13.72
"June 17, 2019",13.06
"June 18, 2019",9.08
"June 19, 2019",7.58
"June 20, 2019",11.2
"June 21, 2019",13.21
"June 22, 2019",11.01
"June 23, 2019",7.56
"June 24, 2019",9.3
"June 25, 2019",12.78
"June 26, 2019",12.76
"June 27, 2019",13.45
"June 28, 2019",17.26
"June 29, 2019",17.02
"June 30, 2019",15.24
"July 1, 2019",13.96
"July 2, 2019",14
"July 3, 2019",15.61
"July 4, 2019",17.3
"July 5, 2019",18.14
"July 6, 2019",15.36
"July 7, 2019",13.92
"July 8, 2019",17.39
"July 9, 2019",18.78
"July 10, 2019",17.95
"July 11, 2019",17.47
"July 12, 2019",14.54
"July 13, 2019",15.24
"July 14, 2019",19.45
"July 15, 2019",17.79
"July 16, 2019",18.35
"July 17, 2019",18.67
"July 18, 2019",19.39
"July 19, 2019",19.3
"July 20, 2019",18.36
"July 21, 2019",10.9
"July 22, 2019",10.85
"July 23, 2019",11.63
"July 24, 2019",14.48
"July 25, 2019",17.15
"July 26, 2019",15.78
"July 27, 2019",16.19
"July 28, 2019",16.54
"July 29, 2019",18.06
"July 30, 2019",18.88
"July 31, 2019",18.82
"August 1, 2019",16.01
"August 2, 2019",14.85
"August 3, 2019",15.89
"August 4, 2019",17.69
"August 5, 2019",17.87
"August 6, 2019",18.63
"August 7, 2019",18.9
"August 8, 2019",17.94
"August 9, 2019",16.58
"August 10, 2019",16.89
"August 11, 2019",16.74
"August 12, 2019",17.31
"August 13, 2019",18.78
"August 14, 2019",18.8
"August 15, 2019",18.24
"August 16, 2019",18.32
"August 17, 2019",18.42
"August 18, 2019",17.97
"August 19, 2019",18.13
"August 20, 2019",20.91
"August 21, 2019",20.7
"August 22, 2019",14.47
"August 23, 2019",13.93
"August 24, 2019",16.15
"August 25, 2019",16.68
"August 26, 2019",17.31
"August 27, 2019",19.66
"August 28, 2019",19.01
"August 29, 2019",19.54
"August 30, 2019",18.67
"August 31, 2019",17.67
"September 1, 2019",17.65
"September 2, 2019",17.78
"September 3, 2019",20.08
"September 4, 2019",20.05
"September 5, 2019",19.27
"September 6, 2019",18.26
"September 7, 2019",16.64
"September 8, 2019",14.39
"September 9, 2019",11.01
"September 10, 2019",11.69
"September 11, 2019",13.67
"September 12, 2019",16.81
"September 13, 2019",16.36
"September 14, 2019",16.05
"September 15, 2019",17.47
"September 16, 2019",17.53
"September 17, 2019",17.98
"September 18, 2019",17.92
"September 19, 2019",17.06
"September 20, 2019",16.55
"September 21, 2019",17.25
"September 22, 2019",16.84
"September 23, 2019",16.76
"September 24, 2019",17.93
"September 25, 2019",12.51
"September 26, 2019",17.02
"September 27, 2019",18.7
"September 28, 2019",18.12
"September 29, 2019",16.74
"September 30, 2019",16.93
"October 1, 2019",16.88
"October 2, 2019",10.48
"October 3, 2019",10.58
"October 4, 2019",13.51
"October 5, 2019",12.78
"October 6, 2019",12.31
"October 7, 2019",12.51
"October 8, 2019",13.78
"October 9, 2019",11.35
"October 10, 2019",7.1
"October 11, 2019",4.66
"October 12, 2019",7.6
"October 13, 2019",7.43
"October 14, 2019",7.56
"October 15, 2019",7.72
"October 16, 2019",7.9
"October 17, 2019",7.94
"October 18, 2019",9.2
"October 19, 2019",8.99
"October 20, 2019",7.73
"October 21, 2019",8.78
"October 22, 2019",6.22
"October 23, 2019",7.42
"October 24, 2019",7.56
"October 25, 2019",7.23
"October 26, 2019",7.18
"October 27, 2019",6.27
"October 28, 2019",6.22
"October 29, 2019",7.05
"October 30, 2019",6.73
"October 31, 2019",6.14
"November 1, 2019",7.73
"November 2, 2019",7.73
"November 3, 2019",6.45
"November 4, 2019",7.5
"November 5, 2019",8.47
"November 6, 2019",8.56
"November 7, 2019",8.18
"November 8, 2019",6.16
"November 9, 2019",7.95
"November 10, 2019",8.59
"November 11, 2019",8.17
"November 12, 2019",1.72
"November 13, 2019",2.38
"November 14, 2019",7.61
"November 15, 2019",6.87
"November 16, 2019",7.08
"November 17, 2019",7.1
"November 18, 2019",6.64
"November 19, 2019",6.49
"November 20, 2019",6.79
"November 21, 2019",5.59
"November 22, 2019",5.87
"November 23, 2019",6.43
"November 24, 2019",5.49
"November 25, 2019",4.44
"November 26, 2019",5.5
"November 27, 2019",4.1
"November 28, 2019",4.54
"November 29, 2019",6.66
"November 30, 2019",4.77
"December 1, 2019",4.8
"December 2, 2019",6.03
"December 3, 2019",6.65
"December 4, 2019",6.26
"December 5, 2019",7.37
"December 6, 2019",6.96
"December 7, 2019",6.52
"December 8, 2019",6.43
"December 9, 2019",5.86
"December 10, 2019",4.03
"December 11, 2019",2.93
"December 12, 2019",7.43
"December 13, 2019",7.37
"December 14, 2019",6.68
"December 15, 2019",6.48
"December 16, 2019",6.48
"December 17, 2019",2.54
"December 18, 2019",6.5
"December 19, 2019",6.47
"December 20, 2019",6.06
"December 21, 2019",5.15
"December 22, 2019",5.01
"December 23, 2019",5.46
"December 24, 2019",5.83
"December 25, 2019",5.83
"December 26, 2019",5.13
"December 27, 2019",4.5
"December 28, 2019",4.19
"December 29, 2019",4.26
"December 30, 2019",4.89
"December 31, 2019",4.91
"January 1, 2020",4.79
"January 2, 2020",4.89
"January 3, 2020",6.87
"January 4, 2020",5.75
"January 5, 2020",5.51
"January 6, 2020",5.14
"January 7, 2020",5.85
"January 8, 2020",6.5
"January 9, 2020",6.55
"January 10, 2020",6.53
"January 11, 2020",5.39
"January 12, 2020",5.07
"January 13, 2020",5.05
"January 14, 2020",5
"January 15, 2020",6.55
"January 16, 2020",5.95
"January 17, 2020",6.36
"January 18, 2020",6.13
"January 19, 2020",6.36
"January 20, 2020",6.84
"January 21, 2020",5.63
"January 22, 2020",5.5
"January 23, 2020",5.75
"January 24, 2020",5.51
"January 25, 2020",4.94
"January 26, 2020",6.25
"January 27, 2020",6.16
"January 28, 2020",6.02
"January 29, 2020",6.15
"January 30, 2020",3.51
"January 31, 2020",6.16
"February 1, 2020",6.81
"February 2, 2020",7.28
"February 3, 2020",5.62
"February 4, 2020",5.54
"February 5, 2020",5.21
"February 6, 2020",5.73
"February 7, 2020",5.87
"February 8, 2020",5.86
"February 9, 2020",5.03
"February 10, 2020",6.04
"February 11, 2020",4.82
"February 12, 2020",5.08
"February 13, 2020",5.53
"February 14, 2020",5.52
"February 15, 2020",6.89
"February 16, 2020",6.91
"February 17, 2020",5.22
"February 18, 2020",6.51
"February 19, 2020",5.47
"February 20, 2020",6.31
"February 21, 2020",6.08
"February 22, 2020",5.72
"February 23, 2020",6.09
"February 24, 2020",5.28
"February 25, 2020",5.49
"February 26, 2020",5.95
"February 27, 2020",6.12
"February 28, 2020",5.98
"February 29, 2020",6.85
"March 1, 2020",6.31
"March 2, 2020",5.82
"March 3, 2020",5.83
"March 4, 2020",5.93
"March 5, 2020",6.05
"March 6, 2020",5.93
"March 7, 2020",5.8
"March 8, 2020",6.35
"March 9, 2020",4.96
"March 10, 2020",6.81
"March 11, 2020",8.26
"March 12, 2020",9.51
"March 13, 2020",9.15
"March 14, 2020",6.4
"March 15, 2020",5.77
"March 16, 2020",5.29
"March 17, 2020",7.7
"March 18, 2020",5.47
"March 19, 2020",5.13
"March 20, 2020",5.1
"March 21, 2020",5.1
"March 22, 2020",5.98
"March 23, 2020",5.03
"March 24, 2020",5.13
"March 25, 2020",5.47
"March 26, 2020",5.13
"March 27, 2020",4.32
"March 28, 2020",4.12
"March 29, 2020",4.89
"March 30, 2020",5.19
"March 31, 2020",6.06
"April 1, 2020",6.43
"April 2, 2020",5.1
"April 3, 2020",4.66
"April 4, 2020",1.8
"April 5, 2020",7.98
"April 6, 2020",8.04
"April 7, 2020",4.74
"April 8, 2020",6.59
"April 9, 2020",6.46
"April 10, 2020",5.6
"April 11, 2020",4.59
"April 12, 2020",4.95
"April 13, 2020",5
"April 14, 2020",5.84
"April 15, 2020",9.1
"April 16, 2020",7.71
"April 17, 2020",6.67
"April 18, 2020",5.35
"April 19, 2020",6.03
"April 20, 2020",5.76
"April 21, 2020",1.98
"April 22, 2020",6.01
"April 23, 2020",10.77
"April 24, 2020",8.73
"April 25, 2020",6.91
"April 26, 2020",6.23
"April 27, 2020",6.58
"April 28, 2020",7.62
"April 29, 2020",8.89
"April 30, 2020",9.94
"May 1, 2020",10.04
"May 2, 2020",11.5
"May 3, 2020",10.72
"May 4, 2020",8.63
"May 5, 2020",9.3
"May 6, 2020",11.81
"May 7, 2020",13.87
"May 8, 2020",14.63
"May 9, 2020",12.85
"May 10, 2020",13.05
"May 11, 2020",10.13
"May 12, 2020",11.37
"May 13, 2020",12.97
"May 14, 2020",15.71
"May 15, 2020",16.24
"May 16, 2020",14.41
"May 17, 2020",12.75
"May 18, 2020",13.7
"May 19, 2020",15.08
"May 20, 2020",15.77
"May 21, 2020",19.01
"May 22, 2020",18.97
"May 23, 2020",17.13
"May 24, 2020",11.06
"May 25, 2020",8.91
"May 26, 2020",9.84
"May 27, 2020",13.85
"May 28, 2020",14.89
"May 29, 2020",15.19
"May 30, 2020",14.31
"May 31, 2020",13.64
"June 1, 2020",15.04
"June 2, 2020",17.23
"June 3, 2020",17.38
"June 4, 2020",18.38
"June 5, 2020",17
"June 6, 2020",17.17
"June 7, 2020",14.72
"June 8, 2020",16.41
"June 9, 2020",15.93
"June 10, 2020",15.64
"June 11, 2020",17.1
"June 12, 2020",16.86
"June 13, 2020",17.42
"June 14, 2020",17.43
"June 15, 2020",19.51
"June 16, 2020",19.61
"June 17, 2020",19.22
"June 18, 2020",20.56
"June 19, 2020",17.8
"June 20, 2020",15.47
"June 21, 2020",17.48
"June 22, 2020",18.39
"June 23, 2020",17.05
"June 24, 2020",17.38
"June 25, 2020",17.45
"June 26, 2020",16.67
"June 27, 2020",15.31
"June 28, 2020",14.44
"June 29, 2020",19.77
"June 30, 2020",17.42
"July 1, 2020",16.24
"July 2, 2020",15.28
"July 3, 2020",18.55
"July 4, 2020",21.7
"July 5, 2020",18.55
"July 6, 2020",19.15
"July 7, 2020",20.26
"July 8, 2020",21.93
"July 9, 2020",21.39
"July 10, 2020",21.21
"July 11, 2020",21.01
"July 12, 2020",21.52
"July 13, 2020",19.98
"July 14, 2020",18.64
"July 15, 2020",18.41
"July 16, 2020",14.96
"July 17, 2020",18.07
"July 18, 2020",18.75
"July 19, 2020",19.79
"July 20, 2020",21.11
"July 21, 2020",18.87
"July 22, 2020",18.78
"July 23, 2020",17.94
"July 24, 2020",17.09
"July 25, 2020",18.02
"July 26, 2020",11.14
"July 27, 2020",10.55
"July 28, 2020",14.63
"July 29, 2020",14.93
"July 30, 2020",15.46
"July 31, 2020",16.58
"August 1, 2020",17.04
"August 2, 2020",16.59
"August 3, 2020",15.77
"August 4, 2020",17.92
"August 5, 2020",17.99
"August 6, 2020",17.85
"August 7, 2020",19.28
"August 8, 2020",18.57
"August 9, 2020",18.47
"August 10, 2020",20.74
"August 11, 2020",20.06
"August 12, 2020",20.5
"August 13, 2020",19.93
"August 14, 2020",21.14
"August 15, 2020",21.14
"August 16, 2020",21.15
"August 17, 2020",19.2
"August 18, 2020",20.75
"August 19, 2020",21.4
"August 20, 2020",20.37
"August 21, 2020",20.4
"August 22, 2020",21.71
"August 23, 2020",22.78
"August 24, 2020",23.18
"August 25, 2020",23.5
"August 26, 2020",20.49
"August 27, 2020",22.03
"August 28, 2020",18.49
"August 29, 2020",17.04
"August 30, 2020",18.9
"August 31, 2020",20.03
"September 1, 2020",17.85
"September 2, 2020",17.85
"September 3, 2020",17.67
"September 4, 2020",15.22
"September 5, 2020",18.06
"September 6, 2020",19.44
"September 7, 2020",17.9
"September 8, 2020",9.75
"September 9, 2020",8.54
"September 10, 2020",10.8
"September 11, 2020",12.5
"September 12, 2020",10.44
"September 13, 2020",6.82
"September 14, 2020",13.07
"September 15, 2020",9.32
"September 16, 2020",19.38
"September 17, 2020",19.25
"September 18, 2020",18.1
"September 19, 2020",13.54
"September 20, 2020",13.82
"September 21, 2020",13.9
"September 22, 2020",12.4
"September 23, 2020",12.73
"September 24, 2020",13.85
"September 25, 2020",15.04
"September 26, 2020",15.96
"September 27, 2020",15.87
"September 28, 2020",15.39
"September 29, 2020",15.92
"September 30, 2020",15.37
"October 1, 2020",13.88
"October 2, 2020",12.32
"October 3, 2020",11.79
"October 4, 2020",11.79
"October 5, 2020",11.75
"October 6, 2020",11.68
"October 7, 2020",13.27
"October 8, 2020",13.63
"October 9, 2020",11.95
"October 10, 2020",13.84
"October 11, 2020",13.81
"October 12, 2020",13.73
"October 13, 2020",13.83
"October 14, 2020",13.71
"October 15, 2020",11.77
"October 16, 2020",11.81
"October 17, 2020",11.81
"October 18, 2020",11.72
"October 19, 2020",11.8
"October 20, 2020",11.89
"October 21, 2020",11.53
"October 22, 2020",8.9
"October 23, 2020",8.71
"October 24, 2020",5.82
"October 25, 2020",5.81
"October 26, 2020",5.86
"October 27, 2020",6.05
"October 28, 2020",5.84
"October 29, 2020",4.78
"October 30, 2020",9.41
"October 31, 2020",11.62
"November 1, 2020",11.51
"November 2, 2020",11.49
"November 3, 2020",7.79
"November 4, 2020",5.9
"November 5, 2020",8.63
"November 6, 2020",6.93
"November 7, 2020",5.61
"November 8, 2020",5.5
"November 9, 2020",5.93
"November 10, 2020",6.09
"November 11, 2020",7.57
"November 12, 2020",7.19
"November 13, 2020",6.07
"November 14, 2020",5.98
"November 15, 2020",5.59
"November 16, 2020",5.32
"November 17, 2020",6.42
"November 18, 2020",7.21
"November 19, 2020",6.8
"November 20, 2020",5.9
"November 21, 2020",6.19
"November 22, 2020",6.28
"November 23, 2020",6.24
"November 24, 2020",5.98
"November 25, 2020",6.02
"November 26, 2020",6.02
"November 27, 2020",6.06
"November 28, 2020",5.74
"November 29, 2020",5.37
"November 30, 2020",5.03
"December 1, 2020",4.14
"December 2, 2020",4.03
"December 3, 2020",5.67
"December 4, 2020",6.03
"December 5, 2020",5.63
"December 6, 2020",5.97
"December 7, 2020",5.5
"December 8, 2020",4.78
"December 9, 2020",5.51
"December 10, 2020",5.54
"December 11, 2020",5.32
"December 12, 2020",5.11
"December 13, 2020",5.28
"December 14, 2020",5.07
"December 15, 2020",5.35
"December 16, 2020",4.69
"December 17, 2020",4.62
"December 18, 2020",5.53
"December 19, 2020",5.62
"December 20, 2020",5.6
"December 21, 2020",5.39
"December 22, 2020",4.41
"December 23, 2020",5.36
"December 24, 2020",5.23
"December 25, 2020",5.41
"December 26, 2020",5.46
"December 27, 2020",4.66
"December 28, 2020",4.44
"December 29, 2020",4.14
"December 30, 2020",3.02
"December 31, 2020",3.11
"January 1, 2021",5.43
"January 2, 2021",4.89
"January 3, 2021",5.79
"January 4, 2021",5.18
"January 5, 2021",4.52
"January 6, 2021",4.85
"January 7, 2021",5.76
"January 8, 2021",5.53
"January 9, 2021",5.49
"January 10, 2021",5.65
"January 11, 2021",6.44
"January 12, 2021",5.64
"January 13, 2021",6.4
"January 14, 2021",6.53
"January 15, 2021",6.27
"January 16, 2021",5.83
"January 17, 2021",5.57
"January 18, 2021",6.42
"January 19, 2021",6.35
"January 20, 2021",7.2
"January 21, 2021",6.63
"January 22, 2021",6.28
"January 23, 2021",6.02
"January 24, 2021",7.01
"January 25, 2021",2.51
"January 26, 2021",2.65
"January 27, 2021",6.01
"January 28, 2021",6.07
"January 29, 2021",6.52
"January 30, 2021",5.29
"January 31, 2021",5.12
"February 1, 2021",5.74
"February 2, 2021",5.95
"February 3, 2021",4.78
"February 4, 2021",5.75
"February 5, 2021",5.52
"February 6, 2021",5.88
"February 7, 2021",6.29
"February 8, 2021",5.98
"February 9, 2021",5.06
"February 10, 2021",4.99
"February 11, 2021",5.06
"February 12, 2021",4.93
"February 13, 2021",5.25
"February 14, 2021",5.22
"February 15, 2021",5.58
"February 16, 2021",5.58
"February 17, 2021",5.43
"February 18, 2021",7.55
"February 19, 2021",6.45
"February 20, 2021",4.92
"February 21, 2021",7.2
"February 22, 2021",6.29
"February 23, 2021",6.13
"February 24, 2021",6.09
"February 25, 2021",4.95
"February 26, 2021",4.98
"February 27, 2021",6.16
"February 28, 2021",6.24
"March 1, 2021",5.23
"March 2, 2021",5.66
"March 3, 2021",5.43
"March 4, 2021",4.56
"March 5, 2021",4.66
"March 6, 2021",5.59
"March 7, 2021",5.24
"March 8, 2021",5.49
"March 9, 2021",5.65
"March 10, 2021",5.93
"March 11, 2021",5.34
"March 12, 2021",5.51
"March 13, 2021",5.27
"March 14, 2021",4.59
"March 15, 2021",4.55
"March 16, 2021",5.83
"March 17, 2021",5.68
"March 18, 2021",4.92
"March 19, 2021",5.19
"March 20, 2021",5.32
"March 21, 2021",5.09
"March 22, 2021",4.52
"March 23, 2021",5.63
"March 24, 2021",5.61
"March 25, 2021",5.29
"March 26, 2021",5.61
"March 27, 2021",6.27
"March 28, 2021",6.15
"March 29, 2021",6.67
"March 30, 2021",5.01
"March 31, 2021",5.81
"April 1, 2021",2.6
"April 2, 2021",7.17
"April 3, 2021",5.76
"April 4, 2021",6.17
"April 5, 2021",6.32
"April 6, 2021",6.45
"April 7, 2021",6.2
"April 8, 2021",6.3
"April 9, 2021",5.97
"April 10, 2021",5.55
"April 11, 2021",5.56
"April 12, 2021",5.54
"April 13, 2021",5.6
"April 14, 2021",6.66
"April 15, 2021",6.82
"April 16, 2021",5.95
"April 17, 2021",4.59
"April 18, 2021",4.3
"April 19, 2021",4.83
"April 20, 2021",5.41
"April 21, 2021",5.96
"April 22, 2021",6.62
"April 23, 2021",6.82
"April 24, 2021",6.03
"April 25, 2021",5.61
"April 26, 2021",6.39
"April 27, 2021",7.54
"April 28, 2021",5.61
"April 29, 2021",6.05
"April 30, 2021",6.11
"May 1, 2021",7.54
"May 2, 2021",7.59
"May 3, 2021",5.36
"May 4, 2021",5.25
"May 5, 2021",6.11
"May 6, 2021",6.08
"May 7, 2021",6.58
"May 8, 2021",7.46
"May 9, 2021",7.48
"May 10, 2021",6.34
"May 11, 2021",4.95
"May 12, 2021",4.99
"May 13, 2021",5.03
"May 14, 2021",6.72
"May 15, 2021",6.39
"May 16, 2021",7.29
"May 17, 2021",6.55
"May 18, 2021",6.58
"May 19, 2021",7.07
"May 20, 2021",5.59
"May 21, 2021",6.51
"May 22, 2021",7.66
"May 23, 2021",8.65
"May 24, 2021",8.49
"May 25, 2021",9.74
"May 26, 2021",10.24
"May 27, 2021",10.3
"May 28, 2021",11.22
"May 29, 2021",9.91
"May 30, 2021",9.6
"May 31, 2021",5.57
"June 1, 2021",6.15
"June 2, 2021",7.9
"June 3, 2021",11.13
"June 4, 2021",13.7
"June 5, 2021",17.27
"June 6, 2021",15.33
"June 7, 2021",15.94
"June 8, 2021",16.65
"June 9, 2021",18.25
"June 10, 2021",19
"June 11, 2021",17.46
"June 12, 2021",17.61
"June 13, 2021",18.83
"June 14, 2021",18.74
"June 15, 2021",18.9
"June 16, 2021",22.04
"June 17, 2021",20.99
"June 18, 2021",21.09
"June 19, 2021",20.34
"June 20, 2021",18.01
"June 21, 2021",16.26
"June 22, 2021",17.13
"June 23, 2021",17.45
"June 24, 2021",19.88
"June 25, 2021",20.23
"June 26, 2021",11.56
"June 27, 2021",8.07
"June 28, 2021",9.52
"June 29, 2021",11.22
"June 30, 2021",12.37
"July 1, 2021",12.17
"July 2, 2021",11.52
"July 3, 2021",15
"July 4, 2021",14.83
"July 5, 2021",16.13
"July 6, 2021",16.84
"July 7, 2021",16.76
"July 8, 2021",17.6
"July 9, 2021",17.9
"July 10, 2021",20.1
"July 11, 2021",17.24
"July 12, 2021",17.59
"July 13, 2021",18.66
"July 14, 2021",17.83
"July 15, 2021",13.03
"July 16, 2021",15.37
"July 17, 2021",17.56
"July 18, 2021",17.82
"July 19, 2021",18.23
"July 20, 2021",20.14
"July 21, 2021",19.61
"July 22, 2021",17.09
"July 23, 2021",19.1
"July 24, 2021",18.63
"July 25, 2021",18.5
"July 26, 2021",19.04
"July 27, 2021",20.81
"July 28, 2021",21.35
"July 29, 2021",21.8
"July 30, 2021",20.09
"July 31, 2021",16.79
"August 1, 2021",13.88
"August 2, 2021",13.18
"August 3, 2021",15.43
"August 4, 2021",12.5
"August 5, 2021",13.88
"August 6, 2021",19.53
"August 7, 2021",19.03
"August 8, 2021",18.3
"August 9, 2021",17.44
"August 10, 2021",20.3
"August 11, 2021",18.14
"August 12, 2021",21.03
"August 13, 2021",20.79
"August 14, 2021",19.03
"August 15, 2021",16.55
"August 16, 2021",18.27
"August 17, 2021",19.69
"August 18, 2021",19.39
"August 19, 2021",19.42
"August 20, 2021",18.16
"August 21, 2021",14.5
"August 22, 2021",14.9
"August 23, 2021",17.53
"August 24, 2021",17.95
"August 25, 2021",17.77
"August 26, 2021",17.75
"August 27, 2021",21.1
"August 28, 2021",20.45
"August 29, 2021",20.15
"August 30, 2021",18.28
"August 31, 2021",17.31
"September 1, 2021",18.43
"September 2, 2021",18.35
"September 3, 2021",17.27
"September 4, 2021",16.53
"September 5, 2021",14.69
"September 6, 2021",18.19
"September 7, 2021",18.76
"September 8, 2021",20.5
"September 9, 2021",19.92
"September 10, 2021",18.37
"September 11, 2021",16.84
"September 12, 2021",19.94
"September 13, 2021",18.64
"September 14, 2021",16.34
"September 15, 2021",15.9
"September 16, 2021",18.29
"September 17, 2021",19.35
"September 18, 2021",17.81
"September 19, 2021",16.39
"September 20, 2021",16.75
"September 21, 2021",16.36
"September 22, 2021",14.37
"September 23, 2021",16.06
"September 24, 2021",14.37
"September 25, 2021",18.3
"September 26, 2021",18.19
"September 27, 2021",16.63
"September 28, 2021",16.77
"September 29, 2021",16.09
"September 30, 2021",12.87
"October 1, 2021",7.68
"October 2, 2021",10.49
"October 3, 2021",12.43
"October 4, 2021",15.52
"October 5, 2021",14.54
"October 6, 2021",14.34
"October 7, 2021",14.04
"October 8, 2021",11.54
"October 9, 2021",9.87
"October 10, 2021",12.05
"October 11, 2021",13.89
"October 12, 2021",13.69
"October 13, 2021",7.83
"October 14, 2021",6.23
"October 15, 2021",7.29
"October 16, 2021",6.43
"October 17, 2021",9.29
"October 18, 2021",9.27
"October 19, 2021",9.67
"October 20, 2021",8.95
"October 21, 2021",9.6
"October 22, 2021",7.63
"October 23, 2021",7.08
"October 24, 2021",9.58
"October 25, 2021",9.42
"October 26, 2021",8.24
"October 27, 2021",9.78
"October 28, 2021",7.4
"October 29, 2021",6.76
"October 30, 2021",6.96
"October 31, 2021",5.85
"November 1, 2021",6.9
"November 2, 2021",7.95
"November 3, 2021",7.52
"November 4, 2021",6.05
"November 5, 2021",7.92
"November 6, 2021",7.93
"November 7, 2021",7.97
"November 8, 2021",6.37
"November 9, 2021",7.83
"November 10, 2021",7.69
"November 11, 2021",6.45
"November 12, 2021",6.66
"November 13, 2021",7.08
"November 14, 2021",7.91
"November 15, 2021",7.9
"November 16, 2021",7.55
"November 17, 2021",7.51
"November 18, 2021",6.31
"November 19, 2021",7.54
"November 20, 2021",7.54
"November 21, 2021",7.31
"November 22, 2021",6.15
"November 23, 2021",7.6
"November 24, 2021",6.14
"November 25, 2021",5.37
"November 26, 2021",6.45
"November 27, 2021",7.87
"November 28, 2021",5.01
"November 29, 2021",5.82
"November 30, 2021",7.19
"December 1, 2021",6.53
"December 2, 2021",6.98
"December 3, 2021",5.32
"December 4, 2021",6.71
"December 5, 2021",7.7
"December 6, 2021",5.13
"December 7, 2021",7.36
"December 8, 2021",6.68
"December 9, 2021",6.6
"December 10, 2021",6.31
"December 11, 2021",5.79
"December 12, 2021",5.16
"December 13, 2021",5.97
"December 14, 2021",6.84
"December 15, 2021",5.81
"December 16, 2021",4.48
"December 17, 2021",5.84
"December 18, 2021",5.64
"December 19, 2021",5.97
"December 20, 2021",5.13
"December 21, 2021",7.07
"December 22, 2021",7.84
"December 23, 2021",7.88
"December 24, 2021",5.8
"December 25, 2021",5.47
"December 26, 2021",5.01
"December 27, 2021",5.33
"December 28, 2021",5.28
"December 29, 2021",4.36
"December 30, 2021",4.34
"December 31, 2021",5.15
"January 1, 2022",5.09
"January 2, 2022",5.09
"January 3, 2022",5.08
"January 4, 2022",5.28
"January 5, 2022",4.66
"January 6, 2022",4.71
"January 7, 2022",5.71
"January 8, 2022",4.9
"January 9, 2022",5.37
"January 10, 2022",6.29
"January 11, 2022",5.63
"January 12, 2022",5.58
"January 13, 2022",5.65
"January 14, 2022",5.5
"January 15, 2022",5.42
"January 16, 2022",5.61
"January 17, 2022",6.08
"January 18, 2022",6.06
"January 19, 2022",5.8
"January 20, 2022",5.43
"January 21, 2022",5.28
"January 22, 2022",5.82
"January 23, 2022",5.74
"January 24, 2022",5.68
"January 25, 2022",5.35
"January 26, 2022",5.65
"January 27, 2022",5.67
"January 28, 2022",5.65
"January 29, 2022",5.68
"January 30, 2022",5.66
"January 31, 2022",6.55
"February 1, 2022",6.16
"February 2, 2022",5.27
"February 3, 2022",5.4
"February 4, 2022",6.02
"February 5, 2022",6.03
"February 6, 2022",5.37
"February 7, 2022",5.52
"February 8, 2022",5.58
"February 9, 2022",6.06
"February 10, 2022",6.37
"February 11, 2022",7.34
"February 12, 2022",7.05
"February 13, 2022",5.51
"February 14, 2022",6.13
"February 15, 2022",5
"February 16, 2022",4.73
"February 17, 2022",3.96
"February 18, 2022",6.85
"February 19, 2022",5.84
"February 20, 2022",5.69
"February 21, 2022",5.65
"February 22, 2022",5.11
"February 23, 2022",5.55
"February 24, 2022",5.96
"February 25, 2022",5.82
"February 26, 2022",5.83
"February 27, 2022",5.77
"February 28, 2022",5.69
"March 1, 2022",5.99
"March 2, 2022",6.93
"March 3, 2022",6.79
"March 4, 2022",5.93
"March 5, 2022",5.79
"March 6, 2022",5.76
"March 7, 2022",5.72
"March 8, 2022",4.34
"March 9, 2022",5.43
"March 10, 2022",5.67
